STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/30/2015,4.92,",,W",0.04,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",68,",,W",170,",,W",170,",,W",14.1,",,W",25.1,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/1/2015,4.25,",,W",0.39,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",69,",,W",260,",,W",270,",,W",14.1,",,W",31.1,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/2/2015,1.12,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,80,",,W",69,",,W",40,",,W",50,",,W",8.1,",,W",12.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/3/2015,2.91,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",66,",,W",60,",,W",20,",,W",8.9,",,W",13,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/4/2015,3.36,",,W",0,"T,,W,2400",0,",,W,",0,",,W,",,,75,",,W",69,",,W",100,",,W",50,",,W",8.9,",,W",14.1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/5/2015,1.57,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,83,",,W",68,",,W",180,",,W",170,",,W",6.9,",,W",12.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/6/2015,2.91,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,83,",,W",72,",,W",160,",,W",160,",,W",12.1,",,W",18.1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/7/2015,4.92,",,W",0.12,",,W,2400",0,",,W,",0,",,W,",,,88,",,W",75,",,W",240,",,W",250,",,W",13,",,W",23,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/8/2015,3.13,",,W",0,"T,,W,2400",0,",,W,",0,",,W,",,,88,",,W",77,",,W",280,",,W",270,",,W",13,",,W",21.9,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/9/2015,4.7,",,W",0.3,",,W,2400",0,",,W,",0,",,W,",,,79,",,W",68,",,W",70,",,W",170,",,W",12.1,",,W",18.1,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/10/2015,4.7,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,84,",,W",72,",,W",20,",,W",300,",,W",12.1,",,W",21,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/11/2015,2.46,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,88,",,W",69,",,W",40,",,W",50,",,W",10.1,",,W",15,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/12/2015,2.01,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,89,",,W",72,",,W",240,",,W",250,",,W",6.9,",,W",12.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/13/2015,2.68,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,88,",,W",73,",,W",160,",,W",180,",,W",10.1,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/14/2015,2.68,",,W",0.42,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",73,",,W",160,",,W",180,",,W",8.1,",,W",16.1,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/15/2015,4.47,",,W",0.12,",,W,2400",0,",,W,",0,",,W,",,,81,",,W",72,",,W",10,",,W",10,",,W",13,",,W",21.9,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/16/2015,5.59,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,80,",,W",64,",,W",50,",,W",60,",,W",15,",,W",23,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/17/2015,3.8,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,81,",,W",67,",,W",180,",,W",190,",,W",12.1,",,W",21,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/18/2015,4.47,",,W",0.32,",,W,2400",0,",,W,",0,",,W,",,,85,",,W",71,",,W",260,",,W",240,",,W",10.1,",,W",19,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/19/2015,3.13,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,93,",,W",78,",,W",260,",,W",260,",,W",14.1,",,W",21.9,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/20/2015,4.47,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,94,",,W",82,",,W",270,",,W",290,",,W",12.1,",,W",19,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/21/2015,2.46,",,W",0,"T,,W,2400",0,",,W,",0,",,W,",,,89,",,W",74,",,W",290,",,W",260,",,W",10.1,",,W",19,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/22/2015,5.82,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,85,",,W",69,",,W",290,",,W",290,",,W",14.1,",,W",23,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/23/2015,3.8,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,86,",,W",68,",,W",280,",,W",280,",,W",13,",,W",19,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/24/2015,2.01,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",70,",,W",40,",,W",360,",,W",10.1,",,W",15,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/25/2015,3.13,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,88,",,W",69,",,W",160,",,W",170,",,W",10.1,",,W",19,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/26/2015,4.47,",,W",0,"T,,W,2400",0,",,W,",0,",,W,",,,90,",,W",74,",,W",180,",,W",220,",,W",12.1,",,W",23,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/27/2015,2.91,",,W",0.36,",,W,2400",0,",,W,",0,",,W,",,,86,",,W",71,",,W",10,",,W",30,",,W",19.9,",,W",21.9,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/28/2015,2.68,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,95,",,W",75,",,W",60,",,W",170,",,W",8.9,",,W",12.1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/29/2015,3.8,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,96,",,W",78,",,W",250,",,W",260,",,W",10.1,",,W",17,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/30/2015,4.25,",,W",1.95,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",76,",,W",220,",,W",260,",,W",12.1,",,W",21.9,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/31/2015,3.36,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,89,",,W",72,",,W",290,",,W",250,",,W",12.1,",,W",18.1,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/1/2015,4.47,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,89,",,W",75,",,W",290,",,W",270,",,W",14.1,",,W",21.9,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/2/2015,2.01,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,89,",,W",71,",,W",260,",,W",250,",,W",12.1,",,W",17,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/3/2015,4.92,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,90,",,W",75,",,W",250,",,W",250,",,W",12.1,",,W",21,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/4/2015,5.37,",,W",0.43,",,W,2400",0,",,W,",0,",,W,",,,89,",,W",69,",,W",290,",,W",290,",,W",23,",,W",36.9,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/5/2015,2.91,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",72,",,W",300,",,W",270,",,W",12.1,",,W",21,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/6/2015,2.46,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,83,",,W",67,",,W",290,",,W",280,",,W",8.9,",,W",14.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/7/2015,5.37,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,84,",,W",69,",,W",130,",,W",50,",,W",13,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/8/2015,3.8,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",68,",,W",60,",,W",70,",,W",12.1,",,W",15,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/9/2015,3.8,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,85,",,W",68,",,W",80,",,W",160,",,W",10.1,",,W",17,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/10/2015,4.47,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,84,",,W",70,",,W",160,",,W",160,",,W",13,",,W",19.9,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/11/2015,4.25,",,W",1.17,",,W,2400",0,",,W,",0,",,W,",,,81,",,W",71,",,W",250,",,W",160,",,W",12.1,",,W",21,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/12/2015,4.7,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,85,",,W",71,",,W",280,",,W",300,",,W",12.1,",,W",19,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/13/2015,3.13,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,83,",,W",67,",,W",330,",,W",290,",,W",10.1,",,W",15,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/14/2015,2.91,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,88,",,W",67,",,W",250,",,W",180,",,W",8.9,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/15/2015,3.36,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,92,",,W",73,",,W",250,",,W",180,",,W",8.1,",,W",16.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/16/2015,1.57,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,93,",,W",76,",,W",140,",,W",120,",,W",8.9,",,W",17,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/17/2015,3.36,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,95,",,W",78,",,W",260,",,W",240,",,W",10.1,",,W",15,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/18/2015,4.03,",,W",0.29,",,W,2400",0,",,W,",0,",,W,",,,90,",,W",73,",,W",250,",,W",240,",,W",14.1,",,W",25.1,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/19/2015,4.03,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",77,",,W",140,",,W",180,",,W",12.1,",,W",21.9,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/20/2015,5.59,",,W",0.01,",,W,2400",0,",,W,",0,",,W,",,,86,",,W",77,",,W",170,",,W",170,",,W",16.1,",,W",25.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/21/2015,4.25,",,W",0.32,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",71,",,W",340,",,W",240,",,W",12.1,",,W",16.1,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/22/2015,4.47,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,86,",,W",69,",,W",60,",,W",50,",,W",10.1,",,W",16.1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/23/2015,4.03,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,85,",,W",70,",,W",120,",,W",120,",,W",10.1,",,W",14.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/24/2015,2.46,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",73,",,W",200,",,W",200,",,W",8.9,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/25/2015,3.8,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,90,",,W",73,",,W",290,",,W",250,",,W",10.1,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/26/2015,3.8,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,85,",,W",67,",,W",250,",,W",240,",,W",12.1,",,W",19,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/27/2015,3.13,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",67,",,W",290,",,W",300,",,W",10.1,",,W",17,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/28/2015,2.46,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",63,",,W",290,",,W",30,",,W",8.1,",,W",14.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/29/2015,2.01,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",67,",,W",230,",,W",240,",,W",12.1,",,W",21,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/30/2015,4.03,",,W",0.13,",,W,2400",0,",,W,",0,",,W,",,,90,",,W",72,",,W",240,",,W",230,",,W",12.1,",,W",19.9,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/31/2015,4.47,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,91,",,W",76,",,W",250,",,W",250,",,W",13,",,W",21,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/1/2015,2.24,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,90,",,W",76,",,W",60,",,W",180,",,W",8.9,",,W",13,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/2/2015,1.79,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,91,",,W",74,",,W",180,",,W",150,",,W",8.9,",,W",15,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/3/2015,2.01,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,93,",,W",74,",,W",50,",,W",40,",,W",10.1,",,W",14.1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/4/2015,6.93,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,85,",,W",72,",,W",60,",,W",50,",,W",17,",,W",25.1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/5/2015,4.03,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,83,",,W",67,",,W",60,",,W",60,",,W",14.1,",,W",17,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/6/2015,1.34,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",65,",,W",150,",,W",180,",,W",8.9,",,W",16.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/7/2015,4.25,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,92,",,W",70,",,W",250,",,W",270,",,W",10.1,",,W",19,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/8/2015,4.92,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,97,",,W",76,",,W",240,",,W",250,",,W",13,",,W",21.9,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/9/2015,3.8,",,W",0,"T,,W,2400",0,",,W,",0,",,W,",,,90,",,W",76,",,W",180,",,W",180,",,W",13,",,W",25.1,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/10/2015,6.26,",,W",1.58,",,W,2400",0,",,W,",0,",,W,",,,79,",,W",70,",,W",60,",,W",30,",,W",12.1,",,W",18.1,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/11/2015,5.14,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,81,",,W",66,",,W",60,",,W",20,",,W",14.1,",,W",19,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/12/2015,4.25,",,W",0.29,",,W,2400",0,",,W,",0,",,W,",,,79,",,W",69,",,W",160,",,W",160,",,W",14.1,",,W",21.9,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/13/2015,6.26,",,W",0.04,",,W,2400",0,",,W,",0,",,W,",,,80,",,W",62,",,W",280,",,W",270,",,W",15,",,W",25.1,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/14/2015,6.49,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,77,",,W",59,",,W",290,",,W",290,",,W",14.1,",,W",23,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/15/2015,2.24,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,84,",,W",62,",,W",260,",,W",270,",,W",8.1,",,W",13,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/16/2015,1.34,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,88,",,W",66,",,W",260,",,W",260,",,W",6.9,",,W",11,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/17/2015,2.24,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,89,",,W",68,",,W",250,",,W",180,",,W",12.1,",,W",15,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/18/2015,2.01,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,87,",,W",68,",,W",160,",,W",170,",,W",8.9,",,W",16.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/19/2015,2.68,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,83,",,W",68,",,W",230,",,W",240,",,W",12.1,",,W",19.9,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/20/2015,7.83,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,79,",,W",64,",,W",50,",,W",40,",,W",15,",,W",23,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/21/2015,7.61,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,73,",,W",59,",,W",60,",,W",50,",,W",17,",,W",23.9,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/22/2015,6.93,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,71,",,W",62,",,W",60,",,W",60,",,W",14.1,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/23/2015,2.91,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,80,",,W",59,",,W",60,",,W",60,",,W",8.9,",,W",13,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/24/2015,4.25,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,82,",,W",60,",,W",60,",,W",60,",,W",13,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/25/2015,6.26,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,76,",,W",63,",,W",60,",,W",50,",,W",13,",,W",18.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/26/2015,6.04,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,72,",,W",61,",,W",60,",,W",60,",,W",18.1,",,W",25.9,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/27/2015,4.92,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,71,",,W",56,",,W",50,",,W",60,",,W",8.9,",,W",14.1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/28/2015,3.36,",,W",0,",,W,2400",0,",,W,",0,",,W,",,,78,",,W",65,",,W",180,",,W",170,",,W",8.9,",,W",15,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/29/2015,2.68,",,W",0.11,",,W,2400",0,",,W,",0,",,W,",,,83,",,W",72,",,W",170,",,W",150,",,W",10.1,",,W",18.1,",,W",1,",,W",,,,,,,,
